order_id,customer_email,order_date,product_category,product_subcategory,order_value,shipping_cost,discount_percentage,delivery_days,customer_satisfaction,return_requested,marketing_channel,device_type,payment_method
ORD_0000091,salazaraaron@example.com,2024-08-01,Home,Garden,415.5,0.0,0.25,9,2,False,Paid Search,Mobile,PayPal
ORD_0000092,robertmarshall@example.org,2024-11-25,Sports,Team Sports,187.74,0.0,0.36,7,4,False,Organic,Mobile,Credit Card
ORD_0000093,tannerrodriguez@example.com,2024-12-04,Home,Furniture,533.88,0.0,0.28,9,2,False,Organic,Desktop,Credit Card
ORD_0000094,vazquezkeith@example.net,2024-08-15,Beauty,Makeup,100.79,0.0,0.25,10,2,False,Paid Search,Mobile,Digital Wallet
ORD_0000095,umartinez@example.com,2023-11-21,Sports,Fitness,318.98,0.0,0.37,13,5,False,Organic,Mobile,Credit Card
ORD_0000096,jesse67@example.org,2023-10-16,Beauty,Hair Care,142.11,0.0,0.29,1,1,False,Paid Search,Mobile,Credit Card
ORD_0000097,scook@example.net,2025-03-08,Beauty,Fragrance,70.32,5.81,0.26,3,2,True,Email,Mobile,Credit Card
ORD_0000098,livingstonlisa@example.org,2024-08-02,Home,Decor,219.45,0.0,0.44,3,5,False,Paid Search,Desktop,PayPal
ORD_0000099,noahwalker@example.org,2024-12-04,Electronics,Smartphones,603.21,0.0,0.3,12,5,False,Referral,Desktop,Debit Card
ORD_0000100,trujilloyvonne@example.net,2025-05-30,Beauty,Skincare,121.15,0.0,0.38,9,5,False,Organic,Mobile,Digital Wallet
ORD_0000101,phillipstoni@example.org,2025-06-14,Fashion,Jewelry,226.45,0.0,0.05,11,3,False,Paid Search,Mobile,PayPal
ORD_0000102,privera@example.net,2024-06-06,Beauty,Makeup,53.76,6.82,0.06,11,4,False,Paid Search,Desktop,Debit Card
ORD_0000103,amberoconnor@example.org,2023-12-14,Electronics,Gaming,708.58,0.0,0.11,12,4,False,Paid Search,Mobile,Credit Card
ORD_0000104,eric19@example.net,2025-06-17,Fashion,Clothing,111.58,0.0,0.5,4,2,True,Organic,Mobile,Credit Card
ORD_0000105,christopher70@example.com,2024-08-28,Electronics,Gaming,1304.07,0.0,0.37,5,3,False,Organic,Desktop,Debit Card
ORD_0000106,catherine44@example.org,2023-08-24,Sports,Fitness,78.69,7.26,0.41,13,4,False,Paid Search,Mobile,Debit Card
ORD_0000107,amanda22@example.net,2023-07-08,Books,Non-fiction,21.58,14.89,0.24,8,3,False,Organic,Tablet,Credit Card
ORD_0000108,ashleyschroeder@example.com,2025-01-03,Home,Decor,555.69,0.0,0.37,6,2,False,Social Media,Mobile,Credit Card
ORD_0000109,cristiangillespie@example.org,2025-05-03,Fashion,Jewelry,59.56,4.42,0.45,8,2,False,Email,Mobile,Credit Card
ORD_0000110,obell@example.com,2024-08-18,Books,Children,8.2,12.82,0.5,1,1,False,Social Media,Mobile,PayPal
ORD_0000111,heather37@example.net,2024-02-20,Home,Garden,200.59,0.0,0.16,2,4,False,Social Media,Mobile,Debit Card
ORD_0000112,nelsonkelsey@example.net,2024-11-01,Sports,Fitness,74.67,5.62,0.35,4,1,False,Organic,Mobile,Debit Card
ORD_0000113,williamsontodd@example.org,2023-12-19,Books,Educational,30.42,14.49,0.27,14,1,False,Paid Search,Tablet,Credit Card
ORD_0000114,jennifertaylor@example.org,2024-01-01,Fashion,Clothing,146.91,0.0,0.31,11,5,False,Social Media,Mobile,Credit Card
ORD_0000115,fmoore@example.com,2025-05-29,Books,Children,31.51,6.33,0.37,9,1,False,Social Media,Mobile,Credit Card
ORD_0000116,kimberlywatson@example.com,2024-10-03,Home,Kitchen,49.36,13.38,0.04,9,1,False,Referral,Desktop,Debit Card
ORD_0000117,jeffrey94@example.com,2025-01-24,Books,Non-fiction,54.12,6.37,0.38,1,2,False,Paid Search,Desktop,PayPal
ORD_0000118,bobby23@example.net,2023-11-16,Electronics,Smartphones,1172.98,0.0,0.32,10,4,False,Paid Search,Mobile,Digital Wallet
ORD_0000119,francoandrea@example.com,2024-08-20,Home,Decor,649.66,0.0,0.21,1,4,False,Referral,Mobile,Credit Card
ORD_0000120,browndiane@example.org,2025-04-10,Fashion,Jewelry,89.13,5.55,0.29,9,1,False,Social Media,Desktop,Credit Card
ORD_0000121,theresahoward@example.com,2024-11-24,Books,Fiction,20.45,13.74,0.35,7,1,False,Referral,Mobile,Digital Wallet
ORD_0000122,andrea34@example.org,2023-09-20,Beauty,Skincare,93.32,6.34,0.25,9,3,True,Paid Search,Mobile,Credit Card
ORD_0000123,allenjames@example.org,2025-05-19,Books,Children,40.22,11.49,0.31,10,5,False,Social Media,Tablet,PayPal
ORD_0000124,ericharris@example.org,2025-03-22,Fashion,Clothing,210.37,0.0,0.11,1,4,True,Paid Search,Mobile,PayPal
ORD_0000125,darcher@example.org,2025-05-13,Books,Fiction,13.89,8.0,0.49,3,4,False,Paid Search,Desktop,PayPal
ORD_0000126,aramos@example.org,2023-10-02,Sports,Outdoor,70.32,5.75,0.39,9,2,False,Paid Search,Mobile,Debit Card
ORD_0000127,robert42@example.org,2024-02-06,Beauty,Hair Care,87.11,3.48,0.47,13,2,False,Social Media,Desktop,PayPal
ORD_0000128,yshaw@example.net,2023-08-13,Home,Furniture,468.01,0.0,0.37,13,2,True,Social Media,Desktop,Credit Card
ORD_0000129,morrismichael@example.org,2023-07-13,Fashion,Shoes,222.17,0.0,0.13,13,5,False,Social Media,Desktop,Credit Card
ORD_0000130,milestimothy@example.net,2024-05-10,Books,Fiction,53.82,5.74,0.03,4,4,False,Paid Search,Tablet,Digital Wallet
ORD_0000131,webbbenjamin@example.net,2024-10-28,Beauty,Fragrance,83.14,6.67,0.4,10,5,False,Paid Search,Mobile,PayPal
ORD_0000132,kingyvonne@example.org,2023-12-21,Electronics,Audio,435.94,0.0,0.19,5,3,False,Email,Desktop,Digital Wallet
ORD_0000133,xzuniga@example.com,2024-12-22,Electronics,Laptops,394.11,0.0,0.33,6,1,False,Organic,Desktop,Digital Wallet
ORD_0000134,bradfordkarina@example.net,2024-04-24,Home,Furniture,73.77,5.03,0.06,13,2,False,Organic,Mobile,Credit Card
ORD_0000135,brandi46@example.org,2025-07-02,Books,Educational,44.5,12.43,0.39,11,2,False,Organic,Tablet,PayPal
ORD_0000136,lambertheidi@example.net,2023-08-28,Home,Furniture,677.66,0.0,0.26,13,4,True,Paid Search,Desktop,Debit Card
ORD_0000137,willischarles@example.com,2024-08-25,Sports,Water Sports,96.65,5.26,0.34,11,1,False,Social Media,Mobile,PayPal
ORD_0000138,hendersonronald@example.com,2023-08-19,Fashion,Shoes,188.6,0.0,0.06,9,2,False,Email,Mobile,Debit Card
ORD_0000139,wilcoxsusan@example.com,2024-05-05,Fashion,Jewelry,139.84,0.0,0.07,3,1,False,Referral,Desktop,Debit Card
ORD_0000140,geverett@example.org,2025-05-14,Electronics,Audio,318.71,0.0,0.11,3,3,False,Paid Search,Tablet,PayPal
ORD_0000141,amy55@example.com,2024-03-25,Books,Non-fiction,59.39,4.67,0.31,1,3,False,Paid Search,Mobile,Credit Card
ORD_0000142,rachael15@example.com,2024-06-09,Electronics,Smartphones,401.87,0.0,0.12,4,1,False,Organic,Mobile,PayPal
ORD_0000143,burkebrent@example.org,2023-09-05,Home,Decor,224.14,0.0,0.15,14,4,False,Social Media,Tablet,Credit Card
ORD_0000144,alicia73@example.com,2024-07-24,Sports,Team Sports,192.53,0.0,0.17,2,4,False,Organic,Desktop,PayPal
ORD_0000145,vpena@example.net,2023-09-25,Home,Decor,732.31,0.0,0.1,12,2,False,Organic,Mobile,Credit Card
ORD_0000146,brittanybrown@example.net,2025-02-19,Electronics,Smartphones,1294.7,0.0,0.38,3,1,False,Paid Search,Tablet,Credit Card
ORD_0000147,jessica86@example.net,2024-08-03,Electronics,Gaming,732.51,0.0,0.32,2,2,False,Social Media,Desktop,Credit Card
ORD_0000148,griffinamber@example.net,2024-08-12,Books,Educational,47.29,5.5,0.49,1,1,True,Social Media,Desktop,Credit Card
ORD_0000149,tammydaniel@example.com,2025-06-16,Books,Non-fiction,58.04,7.02,0.5,2,2,False,Social Media,Tablet,Credit Card
ORD_0000150,ruizkristy@example.org,2024-03-24,Fashion,Jewelry,161.66,0.0,0.41,5,1,False,Paid Search,Mobile,Debit Card
ORD_0000151,wweaver@example.net,2025-04-19,Electronics,Gaming,885.51,0.0,0.25,2,3,False,Organic,Desktop,Credit Card
ORD_0000152,isabel86@example.org,2024-10-07,Fashion,Shoes,199.59,0.0,0.3,1,1,False,Social Media,Mobile,Credit Card
ORD_0000153,jesse43@example.net,2025-06-21,Home,Decor,729.54,0.0,0.35,12,2,True,Organic,Mobile,PayPal
ORD_0000154,bergeralexandra@example.com,2025-06-09,Electronics,Laptops,318.81,0.0,0.37,3,4,False,Organic,Mobile,Credit Card
ORD_0000155,richardschristina@example.org,2024-08-22,Fashion,Shoes,112.83,0.0,0.47,3,3,False,Social Media,Mobile,Digital Wallet
ORD_0000156,jreynolds@example.org,2025-03-13,Electronics,Gaming,771.04,0.0,0.01,14,5,True,Organic,Desktop,Credit Card
ORD_0000157,lburke@example.org,2024-10-02,Fashion,Shoes,106.18,0.0,0.13,6,3,False,Organic,Desktop,Credit Card
ORD_0000158,shanemorton@example.org,2025-06-12,Fashion,Jewelry,140.96,0.0,0.16,7,5,False,Paid Search,Mobile,Credit Card
ORD_0000159,phillipallen@example.net,2024-10-27,Home,Furniture,418.06,0.0,0.27,2,2,False,Referral,Mobile,PayPal
ORD_0000160,lydiafischer@example.net,2024-03-06,Beauty,Skincare,53.41,4.76,0.08,12,2,False,Paid Search,Mobile,Credit Card
ORD_0000161,ybutler@example.net,2024-08-05,Beauty,Fragrance,105.66,0.0,0.18,8,4,False,Organic,Mobile,PayPal
ORD_0000162,toddmora@example.org,2024-01-15,Sports,Outdoor,270.86,0.0,0.45,10,2,False,Organic,Mobile,PayPal
ORD_0000163,sheribaldwin@example.net,2023-10-23,Sports,Fitness,149.11,0.0,0.18,10,5,False,Organic,Tablet,Credit Card
ORD_0000164,rodriguezcrystal@example.org,2025-02-27,Beauty,Makeup,104.97,0.0,0.46,14,3,False,Organic,Desktop,Credit Card
ORD_0000165,mark64@example.org,2024-02-09,Electronics,Audio,1421.88,0.0,0.09,5,5,False,Social Media,Tablet,Credit Card
ORD_0000166,lburch@example.org,2024-12-06,Fashion,Clothing,81.74,5.16,0.15,4,5,False,Paid Search,Tablet,PayPal
ORD_0000167,cynthiaross@example.net,2024-05-08,Books,Fiction,18.42,5.31,0.17,13,1,False,Paid Search,Mobile,Credit Card
ORD_0000168,tara20@example.com,2025-01-26,Beauty,Fragrance,88.15,4.04,0.4,1,2,False,Organic,Mobile,Credit Card
ORD_0000169,erin13@example.com,2024-11-16,Beauty,Skincare,28.72,7.27,0.32,12,4,False,Organic,Mobile,Digital Wallet
ORD_0000170,lewispatrick@example.org,2024-12-09,Sports,Water Sports,92.34,5.45,0.13,12,1,False,Organic,Desktop,Credit Card
ORD_0000171,david85@example.org,2024-04-21,Beauty,Skincare,84.74,3.77,0.46,5,1,False,Email,Tablet,PayPal
ORD_0000172,jeremy08@example.com,2023-11-17,Books,Educational,40.93,11.79,0.44,6,1,False,Social Media,Mobile,Credit Card
ORD_0000173,qknight@example.org,2024-12-15,Books,Children,8.15,10.76,0.32,10,5,False,Referral,Tablet,PayPal
ORD_0000174,marshallkirk@example.net,2024-11-22,Beauty,Skincare,58.86,5.6,0.06,9,5,False,Referral,Mobile,Credit Card
ORD_0000175,davidmontoya@example.com,2023-12-25,Home,Furniture,518.37,0.0,0.01,2,4,False,Paid Search,Mobile,PayPal
ORD_0000176,pruittalexander@example.org,2024-10-16,Electronics,Gaming,136.95,0.0,0.31,2,4,False,Organic,Mobile,PayPal
ORD_0000177,allison60@example.org,2023-07-13,Sports,Water Sports,375.5,0.0,0.04,8,4,False,Social Media,Mobile,PayPal
ORD_0000178,cherylweiss@example.com,2024-11-08,Fashion,Clothing,197.28,0.0,0.32,12,2,False,Social Media,Desktop,PayPal
ORD_0000179,valeriehill@example.net,2024-04-02,Books,Children,10.65,11.08,0.03,9,3,False,Organic,Mobile,Credit Card
ORD_0000180,gerald62@example.net,2024-06-17,Home,Kitchen,691.76,0.0,0.2,3,1,False,Referral,Mobile,PayPal
ORD_0000181,laura19@example.org,2024-03-14,Beauty,Makeup,132.45,0.0,0.16,5,2,False,Paid Search,Desktop,Digital Wallet
ORD_0000182,christophertaylor@example.net,2024-07-23,Sports,Fitness,97.83,3.69,0.26,12,1,False,Referral,Desktop,Debit Card
ORD_0000183,goodronald@example.org,2024-06-17,Books,Children,8.53,5.69,0.39,10,4,False,Email,Mobile,Credit Card
ORD_0000184,elizabeth55@example.com,2025-06-25,Fashion,Clothing,110.16,0.0,0.39,3,5,False,Social Media,Mobile,Credit Card
ORD_0000185,howardisaac@example.com,2024-10-23,Fashion,Shoes,285.74,0.0,0.12,7,1,True,Paid Search,Mobile,Credit Card
ORD_0000186,williamsrebecca@example.com,2025-05-21,Electronics,Gaming,1077.46,0.0,0.16,1,5,False,Organic,Desktop,PayPal
ORD_0000187,simmonskaren@example.net,2025-02-04,Books,Fiction,48.22,11.6,0.17,7,1,False,Email,Desktop,Credit Card
ORD_0000188,lgeorge@example.org,2024-07-04,Sports,Team Sports,349.07,0.0,0.24,13,1,False,Referral,Mobile,Credit Card
ORD_0000189,davidkelly@example.org,2024-05-07,Sports,Team Sports,137.11,0.0,0.35,9,2,False,Social Media,Mobile,PayPal
ORD_0000190,vpowell@example.com,2024-01-10,Home,Decor,744.64,0.0,0.07,14,3,False,Organic,Desktop,Debit Card
ORD_0000191,kristin22@example.com,2023-11-12,Books,Non-fiction,31.74,14.79,0.43,9,3,False,Social Media,Mobile,Debit Card
ORD_0000192,laurengarcia@example.org,2023-09-02,Sports,Team Sports,337.86,0.0,0.26,4,4,False,Organic,Desktop,Credit Card
ORD_0000193,robert05@example.com,2023-11-03,Fashion,Jewelry,35.64,10.81,0.18,6,3,False,Email,Tablet,PayPal
ORD_0000194,cherrera@example.net,2025-04-30,Fashion,Clothing,210.29,0.0,0.29,4,5,False,Paid Search,Mobile,PayPal
ORD_0000195,alexanderharris@example.org,2024-09-24,Electronics,Audio,400.16,0.0,0.38,11,5,False,Organic,Mobile,Debit Card
ORD_0000196,savagemary@example.net,2024-11-12,Beauty,Hair Care,83.68,5.16,0.05,9,3,False,Organic,Mobile,Debit Card
ORD_0000197,robert77@example.com,2024-03-19,Books,Non-fiction,39.3,8.16,0.41,2,1,False,Paid Search,Mobile,Credit Card
ORD_0000198,tmerritt@example.org,2025-01-14,Sports,Outdoor,61.05,7.83,0.17,1,5,False,Referral,Desktop,Credit Card
ORD_0000199,uhartman@example.com,2023-10-02,Beauty,Fragrance,18.52,6.1,0.46,6,4,True,Referral,Desktop,Credit Card
ORD_0000200,ghall@example.net,2025-02-09,Electronics,Laptops,291.02,0.0,0.39,8,3,False,Social Media,Mobile,Credit Card
ORD_0000201,ngardner@example.org,2023-12-02,Fashion,Clothing,62.99,5.23,0.39,12,5,False,Organic,Mobile,Debit Card
ORD_0000202,christine62@example.net,2023-12-07,Sports,Outdoor,281.15,0.0,0.29,11,5,False,Referral,Mobile,Digital Wallet
ORD_0000203,warrenlindsay@example.net,2024-11-29,Books,Children,48.43,14.72,0.4,2,1,False,Paid Search,Mobile,Debit Card
